reference_area,sex,year,total,0,1-14,15-24,15-29,<25,25-34,30-34,35-39,40-48,40+,49+,not_classiefied,,,
Singapore,Male,2020,1155.8,,,,62.4,,,26.4,70.4,718.1,,,,150.9,127.4,
Singapore,Female,2020,1024.6,,,,107.2,,,37.4,69.1,669.9,,,,91.8,49.3,
Slovakia,Total,2011,2315.6,13.3,7.7,,27.3,,,53.3,66.1,346.2,,66.0,1735.8,,,
Slovakia,Male,2011,1292.4,5.5,3.4,,11.0,,,26.6,29.2,195.8,,52.1,968.8,,,
Slovakia,Female,2011,1023.2,7.8,4.3,,16.3,,,26.7,36.9,150.4,,13.8,767.1,,,
Slovakia,Total,2012,2329.1,140.6,23.5,,126.6,,,197.1,238.4,1334.6,,268.3,,,,
Slovakia,Male,2012,1303.6,66.8,9.1,,58.6,,,99.6,108.2,756.4,,204.8,,,,
Slovakia,Female,2012,1025.5,73.8,14.3,,68.0,,,97.5,130.2,578.3,,63.5,,,,
Slovakia,Total,2013,2329.6,143.6,30.6,,136.5,,,185.7,237.9,1316.5,,278.8,,,,
Slovakia,Male,2013,1295.3,68.3,14.3,,65.6,,,94.7,101.0,734.4,,217.0,,,,
Slovakia,Female,2013,1034.3,75.3,16.2,,70.9,,,91.0,136.9,582.1,,61.8,,,,
Slovakia,Total,2014,2424.2,148.0,32.4,,172.5,,,207.1,291.8,1308.4,,264.0,,,,
Slovakia,Male,2014,1351.0,63.4,13.3,,78.2,,,106.2,132.8,753.8,,203.3,,,,
Slovakia,Female,2014,1073.2,84.5,19.0,,94.3,,,100.9,159.1,554.7,,60.8,,,,
Slovakia,Total,2015,2424.9,165.0,35.4,,178.3,,,209.3,291.7,1287.1,,258.2,,,,
Slovakia,Male,2015,1349.8,73.8,15.1,,81.2,,,106.9,132.1,743.7,,197.0,,,,
Slovakia,Female,2015,1075.1,91.2,20.3,,97.1,,,102.4,159.6,543.4,,61.2,,,,
Slovakia,Total,2016,2492.9,167.2,31.0,,197.0,,,201.9,332.2,1298.6,,265.1,,,,
Slovakia,Male,2016,1378.8,73.5,14.1,,90.5,,,101.1,151.8,745.0,,202.8,,,,
Slovakia,Female,2016,1114.1,93.6,16.9,,106.5,,,100.8,180.4,553.6,,62.3,,,,
Slovakia,Total,2017,2531.3,171.7,32.5,,186.8,,,264.5,334.1,1308.1,,233.6,,,,
Slovakia,Male,2017,1385.3,72.2,13.8,,81.9,,,134.4,148.1,756.0,,179.0,,,,
Slovakia,Female,2017,1146.0,99.5,18.8,,104.9,,,130.1,186.0,552.1,,54.6,,,,
Slovakia,Total,2018,2567.7,191.6,34.3,,170.4,,,207.0,375.5,1350.9,,238.1,,,,
Slovakia,Male,2018,1413.7,84.1,13.8,,76.5,,,105.3,170.7,784.7,,178.6,,,,
Slovakia,Female,2018,1154.0,107.5,20.4,,93.9,,,101.6,204.7,566.2,,59.6,,,,
Slovakia,Total,2019,2583.5,175.9,29.0,,156.8,,,221.1,386.5,1375.8,,238.4,,,,
Slovakia,Male,2019,1417.2,79.2,10.0,,67.0,,,113.6,170.8,795.8,,180.9,,,,
Slovakia,Female,2019,1166.3,96.8,19.0,,89.8,,,107.6,215.7,580.0,,57.5,,,,
Slovakia,Total,2020,2529.9,318.3,29.0,,172.4,,,208.9,344.7,1275.2,,181.3,,,,
Slovakia,Male,2020,1386.0,144.6,10.7,,76.0,,,108.6,160.1,749.0,,137.2,,,,
Slovakia,Female,2020,1143.9,173.7,18.3,,96.4,,,100.4,184.7,526.3,,44.1,,,,
Slovakia,Total,2021,2554.8,302.1,31.1,,139.4,,,255.9,466.3,1198.6,,146.1,15.4,,,
Slovakia,Male,2021,1357.1,95.2,14.0,,59.9,,,127.7,216.6,716.5,,117.1,10.1,,,
Slovakia,Female,2021,1197.8,206.9,17.0,,79.5,,,128.2,249.7,482.1,,28.9,5.4,,,
Slovenia,Total,2011,936.1,106.9,33.8,,84.3,,,41.3,12.0,547.0,,110.8,,,,
Slovenia,Male,2011,506.1,48.0,15.8,,38.9,,,20.9,5.6,299.1,,77.8,,,,
Slovenia,Female,2011,430.0,58.9,18.0,,45.4,,,20.4,6.4,248.0,,33.0,,,,
Slovenia,Total,2012,923.8,102.3,27.4,,79.8,,,60.5,11.6,534.0,,108.2,,,,
Slovenia,Male,2012,499.8,46.1,12.8,,36.2,,,30.1,6.3,293.2,,75.2,,,,
Slovenia,Female,2012,424.0,56.2,14.6,,43.7,,,30.4,5.3,240.7,,33.0,,,,
Slovenia,Total,2013,905.9,95.0,28.3,,86.8,,,45.4,9.5,528.2,,112.7,,,,
Slovenia,Male,2013,494.6,42.9,13.3,,40.7,,,22.0,5.0,293.0,,77.7,,,,
Slovenia,Female,2013,411.3,52.1,15.0,,46.2,,,23.4,4.5,235.1,,35.0,,,,
Slovenia,Total,2014,916.7,100.4,32.9,,80.8,,,51.5,12.1,522.0,,117.0,,,,
Slovenia,Male,2014,499.2,45.5,14.8,,35.8,,,27.4,5.7,291.7,,78.3,,,,
Slovenia,Female,2014,417.5,55.0,18.1,,45.0,,,24.1,6.4,230.3,,38.7,,,,
Slovenia,Total,2015,917.4,103.5,28.8,,80.0,,,40.5,11.9,544.5,,108.3,,,,
Slovenia,Male,2015,500.7,44.3,13.1,,35.2,,,19.9,5.3,306.1,,76.8,,,,
Slovenia,Female,2015,416.7,59.2,15.7,,44.8,,,20.6,6.5,238.4,,31.6,,,,
Slovenia,Total,2016,915.0,101.3,20.7,,81.3,,,55.9,13.5,548.9,,93.4,,,,
Slovenia,Male,2016,491.1,43.2,8.2,,34.6,,,27.7,7.0,304.0,,66.2,,,,
Slovenia,Female,2016,423.9,58.1,12.4,,46.7,,,28.2,6.5,244.8,,27.1,,,,
Slovenia,Total,2017,959.1,109.9,32.4,,100.8,,,60.2,14.1,548.6,,93.0,,,,
Slovenia,Male,2017,515.9,46.2,15.3,,45.2,,,30.8,6.4,304.6,,67.3,,,,
Slovenia,Female,2017,443.2,63.7,17.1,,55.6,,,29.4,7.7,244.0,,25.7,,,,
Slovenia,Total,2018,980.6,114.9,29.8,,99.1,,,45.3,12.8,582.1,,96.7,,,,
Slovenia,Male,2018,530.2,50.6,13.0,,44.5,,,20.6,5.8,325.9,,69.9,,,,
Slovenia,Female,2018,450.4,64.3,16.8,,54.5,,,24.7,7.0,256.3,,26.8,,,,
Slovenia,Total,2019,982.6,117.9,26.0,,94.8,,,40.9,12.3,602.1,,88.6,,,,
Slovenia,Male,2019,532.1,50.6,11.3,,42.3,,,19.2,5.7,339.4,,63.6,,,,
Slovenia,Female,2019,450.4,67.3,14.8,,52.4,,,21.8,6.6,262.6,,25.0,,,,
Slovenia,Total,2020,978.1,167.9,19.8,,73.2,,,37.0,9.0,593.0,,78.2,,,,
Slovenia,Male,2020,530.5,73.3,9.7,,31.9,,,17.5,4.2,338.9,,55.0,,,,
Slovenia,Female,2020,447.6,94.6,10.1,,41.4,,,19.4,4.8,254.1,,23.3,,,,
Slovenia,Total,2021,971.6,108.5,22.0,,77.5,,,63.4,12.8,622.2,,65.2,,,,
Slovenia,Male,2021,527.9,46.1,10.6,,34.3,,,32.2,6.8,351.6,,46.5,,,,
Slovenia,Female,2021,443.6,62.4,11.4,,43.3,,,31.2,6.1,270.5,,18.7,,,,
Solomon Islands,Total,2013,411.6,,12.8,,38.8,,,29.5,23.1,88.6,,170.5,48.2,,,
Solomon Islands,Male,2013,217.7,,6.7,,19.2,,,13.2,11.4,48.3,,100.4,18.5,,,
Solomon Islands,Female,2013,193.9,,6.1,,19.7,,,16.3,11.7,40.3,,70.1,29.7,,,
Somalia,Total,2019,1036.2,24.7,228.9,,38.5,,,7.6,39.5,133.2,,109.2,454.6,,,
Somalia,Male,2019,714.5,15.6,159.5,,26.7,,,5.5,29.3,103.4,,79.4,295.2,,,
Somalia,Female,2019,321.7,9.2,69.3,,11.8,,,2.2,10.2,29.8,,29.8,159.5,,,
South Africa,Total,2011,15939.0,231.7,295.9,,940.6,,,459.7,709.6,8143.2,,3415.8,1742.4,,,
South Africa,Male,2011,8768.2,101.5,126.4,,367.6,,,198.1,304.2,4666.2,,2273.7,730.4,,,
South Africa,Female,2011,7170.8,130.2,169.5,,573.0,,,261.6,405.4,3477.0,,1142.1,1012.0,,,
South Africa,Total,2012,16112.9,280.7,317.1,,1030.6,,,561.3,750.4,8259.3,,3351.3,1562.1,,,
South Africa,Male,2012,8904.8,132.5,125.2,,387.5,,,262.1,320.0,4780.4,,2235.1,662.1,,,
South Africa,Female,2012,7208.0,148.2,191.9,,643.1,,,299.2,430.5,3479.0,,1116.1,900.0,,,
South Africa,Total,2013,16448.1,322.1,354.1,,1079.8,,,545.8,735.6,8609.7,,3379.6,1421.5,,,
South Africa,Male,2013,9043.6,154.4,136.6,,421.2,,,235.9,280.4,4960.9,,2233.3,621.0,,,
South Africa,Female,2013,7404.5,167.7,217.5,,658.6,,,310.0,455.2,3648.8,,1146.2,800.5,,,
South Africa,Total,2014,16605.4,334.8,380.6,,1033.9,,,476.9,703.6,9023.4,,3363.9,1288.2,,,
South Africa,Male,2014,9190.0,171.5,153.0,,398.0,,,208.9,290.2,5139.3,,2247.5,581.7,,,
South Africa,Female,2014,7415.4,163.4,227.6,,635.9,,,268.1,413.4,3884.0,,1116.4,706.5,,,
South Africa,Total,2015,17346.4,283.6,409.7,,1176.0,,,484.2,709.2,9227.8,,3637.9,1418.0,,,
South Africa,Male,2015,9629.8,127.9,166.8,,448.1,,,218.5,283.1,5273.0,,2448.3,664.0,,,
South Africa,Female,2015,7716.6,155.7,242.9,,728.0,,,265.6,426.1,3954.8,,1189.6,754.0,,,
South Africa,Total,2016,17494.9,252.0,380.6,,1251.8,,,500.3,757.3,9218.7,,3607.4,1526.7,,,
South Africa,Male,2016,9749.1,113.8,164.5,,474.0,,,221.8,310.5,5296.4,,2441.2,726.8,,,
South Africa,Female,2016,7745.8,138.2,216.0,,777.8,,,278.5,446.9,3922.3,,1166.3,799.9,,,
South Africa,Total,2017,18098.1,278.8,403.5,,1312.0,,,574.2,785.8,9432.0,,3577.3,1734.6,,,
South Africa,Male,2017,9989.1,124.4,176.0,,509.4,,,271.7,331.5,5370.8,,2398.8,806.5,,,
South Africa,Female,2017,8109.0,154.4,227.5,,802.5,,,302.5,454.3,4061.1,,1178.5,928.1,,,
South Africa,Total,2018,18147.8,289.5,426.3,,1361.8,,,538.9,713.5,9772.6,,3507.3,1537.8,,,
South Africa,Male,2018,10023.2,120.1,185.8,,546.4,,,240.7,296.2,5563.4,,2353.0,717.6,,,
South Africa,Female,2018,8124.6,169.5,240.6,,815.4,,,298.2,417.3,4209.2,,1154.3,820.1,,,
South Africa,Total,2019,18204.8,176.9,410.1,,1347.9,,,586.9,757.7,9782.2,,3509.2,1634.0,,,
South Africa,Male,2019,10015.5,79.8,180.6,,537.2,,,265.7,307.6,5529.0,,2383.9,731.7,,,
South Africa,Female,2019,8189.3,97.0,229.5,,810.7,,,321.2,450.1,4253.1,,1125.2,902.4,,,
South Africa,Total,2020,17644.8,895.1,376.5,,1325.8,,,527.8,657.7,8632.2,,2839.0,2390.7,,,
South Africa,Male,2020,9691.7,396.9,177.8,,569.1,,,254.5,277.1,4925.0,,1968.2,1122.9,,,
South Africa,Female,2020,7953.1,498.2,198.7,,756.7,,,273.3,380.5,3707.2,,870.8,1267.8,,,
South Africa,Total,2021,17218.5,340.1,312.2,,1272.2,,,551.1,647.5,9009.4,,2751.7,2334.3,,,
South Africa,Male,2021,9494.4,135.4,135.6,,536.5,,,256.2,260.1,5169.3,,1934.0,1067.2,,,
South Africa,Female,2021,7724.1,204.7,176.6,,735.7,,,294.9,387.4,3840.1,,817.7,1267.1,,,
South Africa,Total,2022,17860.8,217.3,390.4,,1216.3,,,532.5,708.1,9622.7,,3048.9,2124.5,,,
South Africa,Male,2022,9836.1,98.8,188.3,,494.9,,,256.0,296.2,5375.7,,2114.3,1012.0,,,
South Africa,Female,2022,8024.6,118.5,202.1,,721.5,,,276.5,411.9,4247.0,,934.6,1112.5,,,
Spain,Total,2011,18421.1,1506.6,670.9,,2065.0,,,1191.9,2390.8,7931.0,,1917.2,747.5,,,
Spain,Male,2011,10152.2,725.0,202.4,,662.1,,,550.0,1066.6,5059.4,,1416.4,470.4,,,
Spain,Female,2011,8269.0,781.5,468.6,,1402.9,,,642.0,1324.3,2871.5,,500.9,277.2,,,
Spain,Total,2012,17632.1,1439.9,714.5,,2032.3,,,1230.5,2367.0,7270.3,,1776.4,801.5,,,
Spain,Male,2012,9607.7,692.6,209.6,,654.9,,,572.2,1058.8,4616.3,,1291.5,511.8,,,
Spain,Female,2012,8024.5,747.2,505.0,,1377.3,,,658.2,1308.1,2654.0,,484.8,289.6,,,
Spain,Total,2013,17138.8,1393.3,749.1,,2015.9,,,1188.5,2205.0,6978.5,,1818.8,789.8,,,
Spain,Male,2013,9315.5,677.0,221.1,,681.1,,,538.8,978.5,4389.1,,1322.4,507.9,,,
Spain,Female,2013,7823.2,716.4,527.9,,1334.9,,,649.8,1226.5,2589.5,,496.5,281.8,,,
Spain,Total,2014,17343.7,1363.2,744.9,,2068.3,,,1171.4,2287.4,7145.9,,1763.1,799.7,,,
Spain,Male,2014,9442.3,638.0,219.5,,687.2,,,516.9,1022.3,4531.7,,1301.1,525.5,,,
Spain,Female,2014,7901.5,725.3,525.3,,1380.9,,,654.4,1265.2,2614.3,,462.0,274.3,,,
Spain,Total,2015,17865.6,1375.6,709.1,,2120.0,,,1246.4,2334.6,7498.8,,1713.6,867.6,,,
Spain,Male,2015,9759.9,635.9,207.6,,712.9,,,552.7,1035.6,4754.2,,1290.2,570.7,,,
Spain,Female,2015,8105.6,739.6,501.3,,1407.0,,,693.6,1299.1,2744.5,,423.4,297.0,,,
Spain,Total,2016,18341.2,1446.4,693.1,,2137.3,,,1186.3,2413.5,7904.0,,1636.3,924.3,,,
Spain,Male,2016,10000.4,682.7,197.4,,728.4,,,516.5,1059.5,4990.5,,1215.2,610.2,,,
Spain,Female,2016,8340.9,763.6,495.6,,1409.0,,,669.6,1353.8,2913.6,,421.1,314.1,,,
Spain,Total,2017,18824.8,1555.7,707.5,,2202.7,,,1261.4,2430.1,8058.5,,1560.4,1048.7,,,
Spain,Male,2017,10266.3,727.2,204.2,,748.1,,,550.8,1056.4,5131.5,,1156.4,691.7,,,
Spain,Female,2017,8558.4,828.5,503.2,,1454.7,,,710.6,1373.6,2927.0,,403.8,356.9,,,
Spain,Total,2018,19327.5,1607.1,662.3,,2109.7,,,1257.8,2534.6,8573.5,,1554.9,1027.3,,,
Spain,Male,2018,10532.0,763.8,184.0,,666.7,,,527.8,1081.1,5472.1,,1151.3,685.3,,,
Spain,Female,2018,8795.5,843.5,478.3,,1442.9,,,730.1,1453.5,3101.5,,403.7,342.1,,,
Spain,Total,2019,19779.1,1705.9,650.0,,2178.7,,,1393.0,2665.1,8749.8,,1420.0,1016.8,,,
Spain,Male,2019,10745.4,793.7,189.1,,684.3,,,605.7,1151.8,5588.9,,1063.1,669.1,,,
Spain,Female,2019,9033.6,912.2,460.8,,1494.6,,,787.4,1513.2,3160.7,,356.9,347.8,,,
Spain,Total,2020,19202.2,3038.7,640.7,,2053.4,,,1268.5,2588.0,7648.7,,1138.1,826.2,,,
Spain,Male,2020,10429.5,1495.2,202.7,,718.9,,,589.7,1135.6,4939.4,,817.7,530.4,,,
Spain,Female,2020,8772.7,1543.4,438.1,,1334.6,,,678.7,1452.5,2709.3,,320.4,295.7,,,
Spain,Total,2021,19773.6,2303.0,784.7,,2477.7,,,1560.8,2604.0,7995.6,,1303.8,744.2,,,
Spain,Male,2021,10651.8,1084.8,225.1,,902.8,,,756.0,1125.8,5166.6,,935.8,454.7,,,
Spain,Female,2021,9121.9,1218.3,559.5,,1574.8,,,804.8,1478.0,2829.1,,368.1,289.4,,,
Sri Lanka,Total,2011,7591.4,339.2,290.9,,849.0,,,451.0,596.0,2554.8,,2510.4,,,,
Sri Lanka,Male,2011,5061.3,202.9,138.1,,447.6,,,264.0,312.9,1719.2,,1976.7,,,,
Sri Lanka,Female,2011,2530.1,136.3,152.9,,401.4,,,187.0,283.1,835.6,,533.7,,,,
Sri Lanka,Total,2012,7662.5,,166.2,,805.6,,,490.6,656.4,2999.6,,2544.2,,,,
Sri Lanka,Male,2012,5205.4,,84.2,,449.0,,,295.8,352.4,2018.3,,2005.8,,,,
Sri Lanka,Female,2012,2457.1,,82.0,,356.6,,,194.8,304.1,981.2,,538.4,,,,
Sri Lanka,Total,2013,7680.0,344.2,265.9,,726.6,,,408.9,637.4,2717.3,,2577.5,2.3,,,
Sri Lanka,Male,2013,5023.2,202.7,114.4,,366.3,,,239.2,341.4,1766.8,,1991.9,,,,
Sri Lanka,Female,2013,2656.8,141.5,151.6,,360.3,,,169.6,295.9,950.5,,585.5,1.7,,,
Sri Lanka,Total,2014,7700.5,343.2,222.6,,719.0,,,391.8,693.6,2733.6,,2596.7,,,,
Sri Lanka,Male,2014,5075.4,209.5,102.2,,375.0,,,220.4,353.2,1796.4,,2018.8,,,,
Sri Lanka,Female,2014,2625.1,133.7,120.5,,344.0,,,171.4,340.4,937.2,,577.9,,,,
Sri Lanka,Total,2015,7831.0,389.3,278.9,,730.7,,,383.0,648.3,2789.1,,2611.6,,,,
Sri Lanka,Male,2015,5097.8,221.4,121.9,,350.7,,,206.7,327.0,1833.0,,2037.1,,,,
Sri Lanka,Female,2015,2733.2,167.9,157.0,,380.0,,,176.3,321.3,956.2,,574.5,,,,
Sri Lanka,Total,2016,7947.7,282.1,251.0,,665.2,,,375.3,655.4,2844.6,,2874.2,,,,
Sri Lanka,Male,2016,5149.9,156.1,96.0,,301.4,,,197.9,322.8,1848.3,,2227.6,,,,
Sri Lanka,Female,2016,2797.7,126.0,155.0,,363.9,,,177.4,332.5,996.3,,646.6,,,,
Sri Lanka,Total,2017,8208.2,316.5,304.3,,743.8,,,381.6,667.7,2819.1,,2974.9,,,,
Sri Lanka,Male,2017,5279.2,180.6,125.8,,347.1,,,214.8,318.2,1814.8,,2277.6,,,,
Sri Lanka,Female,2017,2929.0,135.9,178.4,,396.8,,,166.8,349.5,1004.4,,697.3,,,,
Sri Lanka,Total,2018,8015.2,407.9,274.8,,732.6,,,422.7,627.3,2759.0,,2790.8,,,,
Sri Lanka,Male,2018,5300.3,247.3,111.8,,369.3,,,230.3,310.9,1840.3,,2190.5,,,,
Sri Lanka,Female,2018,2714.9,160.6,163.0,,363.3,,,192.4,316.4,918.8,,600.3,,,,
Sri Lanka,Total,2019,8180.7,459.2,294.3,,811.2,,,453.0,629.1,2771.4,,2762.5,,,,
Sri Lanka,Male,2019,5368.9,272.0,137.8,,401.2,,,255.7,321.1,1805.8,,2175.3,,,,
Sri Lanka,Female,2019,2811.8,187.1,156.5,,410.0,,,197.2,308.1,965.7,,587.2,,,,
Sri Lanka,Total,2020,7999.1,1107.2,336.4,,881.0,,,427.4,544.7,2382.8,,2319.5,,,,
Sri Lanka,Male,2020,5372.9,712.8,172.3,,503.8,,,251.5,305.8,1579.5,,1847.3,,,,
Sri Lanka,Female,2020,2626.1,394.5,164.2,,377.2,,,175.9,239.0,803.3,,472.2,,,,
Suriname,Total,2015,136.4,,0.5,5.8,12.0,,,6.3,,,105.8,,6.1,,,
Suriname,Male,2015,84.1,,0.2,1.8,3.7,,,3.8,,,69.5,,5.1,,,
Suriname,Female,2015,52.4,,0.3,4.0,8.3,,,2.5,,,36.2,,1.1,,,
Suriname,Total,2016,189.7,11.1,16.4,,28.3,,,9.4,9.5,70.9,,40.8,3.2,,,
Suriname,Male,2016,114.2,6.6,7.5,,12.1,,,5.2,5.7,43.1,,32.0,2.1,,,
Suriname,Female,2016,75.5,4.5,9.0,,16.2,,,4.2,3.9,27.8,,8.8,1.2,,,
Sweden,Total,2011,4625.9,693.2,261.9,,634.6,,,547.2,430.4,1703.3,,355.3,,,,
Sweden,Male,2011,2438.3,315.7,105.2,,257.7,,,233.1,204.9,1056.4,,265.2,,,,
Sweden,Female,2011,2187.7,377.5,156.7,,376.9,,,314.0,225.4,646.9,,90.2,,,,
Sweden,Total,2012,4657.1,719.1,270.4,,655.6,,,547.1,427.7,1683.4,,354.0,,,,
Sweden,Male,2012,2442.4,329.8,107.9,,268.0,,,237.5,201.6,1036.7,,260.9,,,,
Sweden,Female,2012,2214.8,389.2,162.5,,387.7,,,309.6,226.1,646.7,,93.0,,,,
Sweden,Total,2013,4704.5,746.6,286.8,,667.6,,,525.1,432.7,1690.1,,355.4,,,,
Sweden,Male,2013,2467.5,345.4,122.1,,275.7,,,228.4,204.6,1031.2,,260.0,,,,
Sweden,Female,2013,2237.0,401.2,164.8,,392.0,,,296.7,228.2,658.9,,95.3,,,,
Sweden,Total,2014,4772.1,741.5,295.6,,676.0,,,565.4,437.1,1708.0,,348.6,,,,
Sweden,Male,2014,2502.4,342.8,124.4,,284.5,,,254.5,208.8,1033.8,,253.7,,,,
Sweden,Female,2014,2269.7,398.8,171.3,,391.5,,,310.8,228.3,674.1,,94.9,,,,
Sweden,Total,2015,4836.9,788.2,292.5,,718.7,,,537.2,431.3,1716.7,,352.1,,,,
Sweden,Male,2015,2530.0,361.8,119.4,,314.9,,,236.0,209.9,1032.6,,255.3,,,,
Sweden,Female,2015,2306.8,426.4,173.0,,403.9,,,301.3,221.4,684.1,,96.8,,,,
Sweden,Total,2016,4909.9,757.4,279.5,,651.2,,,565.9,453.1,1852.3,,350.4,,,,
Sweden,Male,2016,2561.7,337.2,113.7,,269.2,,,251.9,218.5,1116.7,,254.4,,,,
Sweden,Female,2016,2348.2,420.2,165.7,,382.1,,,314.1,234.6,735.6,,96.0,,,,
Sweden,Total,2017,5021.6,776.9,294.0,,685.5,,,595.7,452.0,1875.6,,342.0,,,,
Sweden,Male,2017,2629.1,351.8,122.9,,291.9,,,273.2,218.7,1122.2,,248.3,,,,
Sweden,Female,2017,2392.6,425.0,171.2,,393.7,,,322.6,233.2,753.3,,93.7,,,,
Sweden,Total,2018,5097.3,787.8,308.1,,679.4,,,592.2,456.4,1938.3,,335.0,,,,
Sweden,Male,2018,2667.8,358.9,124.0,,291.8,,,275.4,219.7,1155.4,,242.6,,,,
Sweden,Female,2018,2429.5,428.8,184.1,,387.6,,,316.8,236.7,782.9,,92.5,,,,
Sweden,Total,2019,5131.6,808.1,326.1,,717.1,,,592.3,457.7,1895.3,,335.0,,,,
Sweden,Male,2019,2693.5,358.4,132.3,,319.1,,,276.1,231.4,1137.8,,238.4,,,,
Sweden,Female,2019,2438.2,449.6,193.8,,398.2,,,316.1,226.3,757.5,,96.6,,,,
Sweden,Total,2020,5064.3,851.7,335.9,,774.4,,,585.6,425.1,1804.6,,287.0,,,,
Sweden,Male,2020,2675.4,397.7,146.3,,366.3,,,275.9,207.1,1074.3,,207.7,,,,
Sweden,Female,2020,2388.9,454.1,189.7,,407.9,,,309.7,217.9,730.2,,79.4,,,,
Sweden,Total,2021,5120.4,775.3,334.5,,731.7,,,567.0,469.6,1911.5,,296.2,34.4,,,
Sweden,Male,2021,2716.9,360.7,148.2,,331.1,,,276.0,240.2,1134.1,,210.6,15.9,,,
Sweden,Female,2021,2403.4,414.7,186.2,,400.7,,,290.9,229.4,777.5,,85.8,18.5,,,
Switzerland,Total,2011,4298.1,181.5,372.7,,586.6,,,290.3,227.8,1531.7,,686.4,421.1,,,
Switzerland,Male,2011,2334.7,94.3,83.3,,151.3,,,110.8,102.5,1043.8,,545.7,203.0,,,
Switzerland,Female,2011,1963.4,87.2,289.5,,435.3,,,179.5,125.3,487.9,,140.6,218.1,,,
Switzerland,Total,2012,4351.4,185.3,370.7,,608.6,,,313.6,226.0,1532.4,,666.3,448.6,,,
Switzerland,Male,2012,2354.9,90.2,89.7,,156.7,,,123.7,105.3,1046.3,,529.4,213.7,,,
Switzerland,Female,2012,1996.5,95.1,281.0,,451.9,,,189.9,120.6,486.1,,136.9,234.9,,,
Switzerland,Total,2013,4393.0,192.7,384.4,,628.7,,,303.3,218.0,1549.5,,671.6,444.7,,,
Switzerland,Male,2013,2368.6,95.1,99.8,,158.0,,,117.1,98.3,1057.0,,529.2,214.1,,,
Switzerland,Female,2013,2024.4,97.6,284.6,,470.7,,,186.2,119.7,492.4,,142.4,230.6,,,
Switzerland,Total,2014,4469.0,199.4,402.6,,642.2,,,322.7,248.2,1528.6,,657.8,467.6,,,
Switzerland,Male,2014,2397.5,97.6,107.0,,179.4,,,130.2,115.2,1029.0,,511.2,227.8,,,
Switzerland,Female,2014,2071.5,101.8,295.6,,462.8,,,192.5,133.0,499.6,,146.5,239.7,,,
Switzerland,Total,2015,4538.4,204.7,410.5,,637.2,,,325.8,261.1,1590.8,,663.2,445.1,,,
Switzerland,Male,2015,2430.4,96.4,110.2,,178.0,,,125.0,118.5,1079.0,,505.3,217.9,,,
Switzerland,Female,2015,2108.0,108.3,300.3,,459.2,,,200.8,142.6,511.8,,157.8,227.2,,,
Switzerland,Total,2016,4604.4,178.4,409.8,,672.0,,,332.5,261.2,1666.9,,668.2,415.5,,,
Switzerland,Male,2016,2460.7,86.4,107.8,,181.1,,,137.0,117.8,1124.2,,510.2,196.2,,,
Switzerland,Female,2016,2143.7,92.0,301.9,,490.9,,,195.5,143.4,542.7,,158.0,219.3,,,
Switzerland,Total,2017,4636.7,190.1,413.8,,689.2,,,338.5,257.4,1657.9,,651.8,438.1,,,
Switzerland,Male,2017,2486.8,96.1,119.6,,193.5,,,140.2,117.9,1112.9,,499.1,207.5,,,
Switzerland,Female,2017,2150.0,94.1,294.2,,495.7,,,198.4,139.4,545.0,,152.7,230.5,,,
Switzerland,Total,2018,4675.3,198.4,409.2,,690.5,,,344.7,273.3,1645.8,,657.9,455.6,,,
Switzerland,Male,2018,2502.1,99.2,117.1,,197.8,,,133.7,127.4,1102.7,,506.5,217.7,,,
Switzerland,Female,2018,2173.2,99.2,292.1,,492.7,,,211.1,145.9,543.0,,151.3,237.9,,,
Switzerland,Total,2019,4705.8,198.1,418.7,,691.7,,,360.4,283.1,1672.1,,631.9,449.7,,,
Switzerland,Male,2019,2507.1,97.2,120.8,,191.1,,,140.5,131.3,1133.1,,486.2,207.0,,,
Switzerland,Female,2019,2198.7,101.0,297.9,,500.6,,,220.0,151.8,539.0,,145.7,242.7,,,
Switzerland,Total,2020,4696.1,195.4,440.4,,722.5,,,368.8,287.3,1605.7,,555.0,521.1,,,
Switzerland,Male,2020,2504.4,94.6,134.0,,227.8,,,151.8,139.1,1096.2,,420.5,240.4,,,
Switzerland,Female,2020,2191.7,100.8,306.3,,494.7,,,217.0,148.2,509.4,,134.4,280.7,,,
Switzerland,Total,2021,4684.4,118.5,428.4,,708.1,,,366.4,322.1,1848.4,,487.7,404.9,,,
Switzerland,Male,2021,2494.5,56.7,137.1,,195.4,,,144.8,147.2,1265.4,,362.5,185.4,,,
Switzerland,Female,2021,2189.9,61.8,291.3,,512.7,,,221.7,174.8,583.0,,125.2,219.4,,,
"Tanzania, United Republic of",Total,2013,19485.4,,607.2,,531.9,,,200.2,168.1,788.3,,1873.5,15316.4,,,
"Tanzania, United Republic of",Male,2013,9914.4,,327.3,,315.7,,,102.5,109.9,490.4,,1409.9,7158.7,,,
"Tanzania, United Republic of",Female,2013,9571.0,,279.8,,216.2,,,97.7,58.2,297.9,,463.5,8157.7,,,
"Tanzania, United Republic of",Total,2014,21160.5,1419.5,1636.7,,3399.5,,,1605.0,1945.8,3670.2,,7483.8,,,,
"Tanzania, United Republic of",Male,2014,10719.2,694.0,624.8,,1347.5,,,658.3,861.5,1873.0,,4660.1,,,,
"Tanzania, United Republic of",Female,2014,10441.2,725.5,1011.9,,2052.0,,,946.7,1084.3,1797.2,,2823.8,,,,
